2025-06-02 18:36:32.078 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 19664 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 18:40:28.955 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-8082"]
2025-06-02 18:40:28.959 [main] INFO  org.apache.catalina.core.StandardService:173 - Starting service [Tomcat]
2025-06-02 18:40:28.960 [main] INFO  org.apache.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.83]
2025-06-02 18:40:29.157 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:173 - Initializing Spring embedded WebApplicationContext
2025-06-02 18:40:29.157 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:292 - Root WebApplicationContext: initialization completed in 2262 ms
2025-06-02 18:40:29.821 [main] INFO  org.apache.catalina.core.StandardService:173 - Stopping service [Tomcat]
2025-06-02 18:40:29.838 [main] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener:136 - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2025-06-02 18:42:46.615 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 23700 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 18:42:46.622 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:632 - No active profile set, falling back to 1 default profile: "default"
2025-06-02 18:42:48.098 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2025-06-02 18:42:48.103 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-06-02 18:42:48.133 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 10 ms. Found 0 Redis repository interfaces.
2025-06-02 18:42:48.612 [main] INFO  o.springframework.cloud.context.scope.GenericScope:283 - BeanFactory id=e98ef04a-ed56-384a-8981-6e9b50b59cda
2025-06-02 18:42:49.069 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:108 - Tomcat initialized with port(s): 8082 (http)
2025-06-02 18:42:49.070 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - Loaded Apache Tomcat Native library [1.2.39] using APR version [1.7.4].
2025-06-02 18:42:49.070 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [true].
2025-06-02 18:42:49.070 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2025-06-02 18:42:49.077 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - OpenSSL successfully initialized [OpenSSL 3.0.11 19 Sep 2023]
2025-06-02 18:42:49.090 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-8082"]
2025-06-02 18:42:49.093 [main] INFO  org.apache.catalina.core.StandardService:173 - Starting service [Tomcat]
2025-06-02 18:42:49.094 [main] INFO  org.apache.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.83]
2025-06-02 18:42:49.329 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:173 - Initializing Spring embedded WebApplicationContext
2025-06-02 18:42:49.330 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:292 - Root WebApplicationContext: initialization completed in 2634 ms
2025-06-02 18:42:50.586 [main] INFO  o.s.security.web.DefaultSecurityFilterChain:55 - Will secure org.springframework.security.oauth2.server.authorization.config.annotation.web.configurers.OAuth2AuthorizationServerConfigurer$$Lambda$665/898655932@670342a2 with [org.springframework.security.web.session.DisableEncodeUrlFilter@d5e575c, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7742a45c, org.springframework.security.oauth2.server.authorization.config.annotation.web.configurers.AuthorizationServerContextFilter@60dc1a4e, org.springframework.security.web.context.SecurityContextPersistenceFilter@521441d5, org.springframework.security.web.header.HeaderWriterFilter@510689af, org.springframework.security.web.csrf.CsrfFilter@45592af7, org.springframework.security.web.authentication.logout.LogoutFilter@241fbec, org.springframework.security.oauth2.server.authorization.web.OAuth2AuthorizationServerMetadataEndpointFilter@6282b9f5, org.springframework.security.oauth2.server.authorization.web.OAuth2AuthorizationEndpointFilter@5bb911c1, org.springframework.security.oauth2.server.authorization.web.NimbusJwkSetEndpointFilter@423ed3b5, org.springframework.security.oauth2.server.authorization.web.OAuth2ClientAuthenticationFilter@3b78c683, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@4001d8c1, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@7cfb0c4c, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@7ca492d9, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5fed9976, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4f363abd, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@14fc9bd, org.springframework.security.web.session.SessionManagementFilter@72ce812e, org.springframework.security.web.access.ExceptionTranslationFilter@6401188a, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6b8d54da, org.springframework.security.oauth2.server.authorization.web.OAuth2TokenEndpointFilter@38883a31, org.springframework.security.oauth2.server.authorization.web.OAuth2TokenIntrospectionEndpointFilter@f723cdb, org.springframework.security.oauth2.server.authorization.web.OAuth2TokenRevocationEndpointFilter@2f95653f]
2025-06-02 18:42:50.610 [main] INFO  o.s.security.web.DefaultSecurityFilterChain:55 - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@68ea253b, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@12fcb2c3, org.springframework.security.web.context.SecurityContextPersistenceFilter@30922f8d, org.springframework.security.web.header.HeaderWriterFilter@36f6e521, org.springframework.security.web.authentication.logout.LogoutFilter@35bd8bc9, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@50211483, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@51ff3c4b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@57bd6a8f, org.springframework.security.web.session.SessionManagementFilter@2afdf6b7, org.springframework.security.web.access.ExceptionTranslationFilter@47a4eee2, org.springframework.security.web.access.intercept.AuthorizationFilter@1a8e9ed9]
2025-06-02 18:42:52.741 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration:71 - Eureka HTTP Client uses RestTemplate.
2025-06-02 18:42:53.420 [main] INFO  o.s.cloud.netflix.eureka.InstanceInfoFactory:67 - Setting initial instance status as: STARTING
2025-06-02 18:42:53.479 [main] INFO  com.netflix.discovery.DiscoveryClient:372 - Initializing Eureka in region us-east-1
2025-06-02 18:42:53.488 [main] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver:43 - Resolving eureka endpoints via configuration
2025-06-02 18:42:53.533 [main] INFO  com.netflix.discovery.DiscoveryClient:1007 - Disable delta property : false
2025-06-02 18:42:53.533 [main] INFO  com.netflix.discovery.DiscoveryClient:1008 - Single vip registry refresh property : null
2025-06-02 18:42:53.533 [main] INFO  com.netflix.discovery.DiscoveryClient:1009 - Force full registry fetch : false
2025-06-02 18:42:53.534 [main] INFO  com.netflix.discovery.DiscoveryClient:1010 - Application is null : false
2025-06-02 18:42:53.534 [main] INFO  com.netflix.discovery.DiscoveryClient:1011 - Registered Applications size is zero : true
2025-06-02 18:42:53.534 [main] INFO  com.netflix.discovery.DiscoveryClient:1013 - Application version is -1: true
2025-06-02 18:42:53.534 [main] INFO  com.netflix.discovery.DiscoveryClient:1097 - Getting all instance registry info from the eureka server
2025-06-02 18:42:54.087 [main] INFO  com.netflix.discovery.DiscoveryClient:1106 - The response status is 200
2025-06-02 18:42:54.091 [main] INFO  com.netflix.discovery.DiscoveryClient:1321 - Starting heartbeat executor: renew interval is: 30
2025-06-02 18:42:54.096 [main] INFO  com.netflix.discovery.InstanceInfoReplicator:60 - InstanceInfoReplicator onDemand update allowed rate per min is 4
2025-06-02 18:42:54.104 [main] INFO  com.netflix.discovery.DiscoveryClient:492 - Discovery Client initialized at timestamp 1748860974103 with initial instances count: 0
2025-06-02 18:42:54.107 [main] INFO  o.s.c.n.e.serviceregistry.EurekaServiceRegistry:41 - Registering application MS-OAUTH2-SERVER with eureka with status UP
2025-06-02 18:42:54.108 [main] INFO  com.netflix.discovery.DiscoveryClient:1352 - Saw local status change event StatusChangeEvent [timestamp=1748860974108, current=UP, previous=STARTING]
2025-06-02 18:42:54.111 [DiscoveryClient-InstanceInfoReplicator-0] INFO  com.netflix.discovery.DiscoveryClient:873 - DiscoveryClient_MS-OAUTH2-SERVER/192.168.45.86:8082: registering service...
2025-06-02 18:42:54.111 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Starting ProtocolHandler ["http-nio-8082"]
2025-06-02 18:42:54.153 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:220 - Tomcat started on port(s): 8082 (http) with context path ''
2025-06-02 18:42:54.155 [main] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration:144 - Updating port to 8082
2025-06-02 18:42:54.279 [DiscoveryClient-InstanceInfoReplicator-0] INFO  com.netflix.discovery.DiscoveryClient:882 - DiscoveryClient_MS-OAUTH2-SERVER/192.168.45.86:8082 - registration status: 204
2025-06-02 18:42:54.825 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:61 - Started Oauth2ServerApplication in 9.875 seconds (JVM running for 11.381)
2025-06-02 18:43:24.104 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient:1007 - Disable delta property : false
2025-06-02 18:43:24.105 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient:1008 - Single vip registry refresh property : null
2025-06-02 18:43:24.107 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient:1009 - Force full registry fetch : false
2025-06-02 18:43:24.107 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient:1010 - Application is null : false
2025-06-02 18:43:24.107 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient:1011 - Registered Applications size is zero : true
2025-06-02 18:43:24.108 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient:1013 - Application version is -1: false
2025-06-02 18:43:24.108 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient:1097 - Getting all instance registry info from the eureka server
2025-06-02 18:43:24.139 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient:1106 - The response status is 200
2025-06-02 18:43:37.583 [SpringApplicationShutdownHook] INFO  o.s.c.n.e.serviceregistry.EurekaServiceRegistry:62 - Unregistering application MS-OAUTH2-SERVER with eureka with status DOWN
2025-06-02 18:43:37.585 [SpringApplicationShutdownHook] INFO  com.netflix.discovery.DiscoveryClient:1352 - Saw local status change event StatusChangeEvent [timestamp=1748861017585, current=DOWN, previous=UP]
2025-06-02 18:43:37.586 [DiscoveryClient-InstanceInfoReplicator-0] INFO  com.netflix.discovery.DiscoveryClient:873 - DiscoveryClient_MS-OAUTH2-SERVER/192.168.45.86:8082: registering service...
2025-06-02 18:43:37.608 [DiscoveryClient-InstanceInfoReplicator-0] INFO  com.netflix.discovery.DiscoveryClient:882 - DiscoveryClient_MS-OAUTH2-SERVER/192.168.45.86:8082 - registration status: 204
2025-06-02 18:43:38.107 [SpringApplicationShutdownHook] INFO  com.netflix.discovery.DiscoveryClient:935 - Shutting down DiscoveryClient ...
2025-06-02 18:43:41.113 [SpringApplicationShutdownHook] INFO  com.netflix.discovery.DiscoveryClient:971 - Unregistering ...
2025-06-02 18:43:41.133 [SpringApplicationShutdownHook] INFO  com.netflix.discovery.DiscoveryClient:973 - DiscoveryClient_MS-OAUTH2-SERVER/192.168.45.86:8082 - deregister  status: 200
2025-06-02 18:43:41.142 [SpringApplicationShutdownHook] INFO  com.netflix.discovery.DiscoveryClient:960 - Completed shut down of DiscoveryClient
2025-06-02 18:44:05.216 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 9348 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 18:44:05.223 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:632 - No active profile set, falling back to 1 default profile: "default"
2025-06-02 18:44:06.376 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2025-06-02 18:44:06.379 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-06-02 18:44:06.405 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 8 ms. Found 0 Redis repository interfaces.
2025-06-02 18:44:06.799 [main] INFO  o.springframework.cloud.context.scope.GenericScope:283 - BeanFactory id=e98ef04a-ed56-384a-8981-6e9b50b59cda
2025-06-02 18:44:07.218 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:108 - Tomcat initialized with port(s): 8082 (http)
2025-06-02 18:44:07.220 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - Loaded Apache Tomcat Native library [1.2.39] using APR version [1.7.4].
2025-06-02 18:44:07.221 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [true].
2025-06-02 18:44:07.221 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2025-06-02 18:44:07.227 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - OpenSSL successfully initialized [OpenSSL 3.0.11 19 Sep 2023]
